"28-DAY FASTER DIAGNOSIS: BY ROUTE & BY SUSPECTED CANCER OR BREAST SYMPTOMATIC",,,"As the recording of suspected cancer type from a NATIONAL SCREENING PROGRAMME is not mandated, where the REFERRAL ROUTE = NATIONAL SCREENING PROGRAMME and SUSPECTED CANCER OR BREAST SYMPTOMATIC has not been provided or is not recorded as Suspected breast, gynaecological or lower gastrointestinal cancer, the value of 'Missing or invalid' is provided",,,,,,,,,,,
"Apr-23",,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND 'UNKNOWNS'",,,,,,,,,,,,,,
"DEFINITIONS:  DCB0147 Amd 16/2019",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,"NUMBER OF PEOPLE TOLD CANCER DIAGNOSIS OUTCOME",,,"PERCENTAGE",,"NUMBER OF PEOPLE TOLD CANCER DIAGNOSIS OUTCOME",,,,
,"ODS CODE (1)","ACCOUNTABLE PROVIDER","REFERRAL ROUTE","SUSPECTED CANCER OR BREAST SYMPTOMATIC","TOTAL","WITHIN 28 DAYS","AFTER 28 DAYS","TOLD WITHIN 28 DAYS"," ","WITHIN 14 DAYS","IN 15 TO 28 DAYS","IN 29 TO 42 DAYS","IN 43 TO 62 DAYS","AFTER 62 DAYS"
,"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","URGENT SUSPECTED CANCER","Suspected breast cancer","184","172","12","0.934782608695652",,"130","42","7","2","3"
,"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","URGENT SUSPECTED CANCER","Suspected children's cancer","2","2","0","1",,"2","0","0","0","0"
,"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","URGENT SUSPECTED CANCER","Suspected gynaecological cancer","176","95","81","0.539772727272727",,"39","56","47","25","9"
,"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","URGENT SUSPECTED CANCER","Suspected haematological malignancies (excluding acute leukaemia)","9","6","3","0.666666666666667",,"5","1","1","1","1"
,"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","URGENT SUSPECTED CANCER","Suspected head & neck cancer","167","107","60","0.640718562874252",,"86","21","21","17","22"
,"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","URGENT SUSPECTED CANCER","Suspected lower gastrointestinal cancer","234","134","100","0.572649572649573",,"35","99","40","15","45"
,"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","URGENT SUSPECTED CANCER","Suspected lung cancer","18","17","1","0.944444444444444",,"11","6","0","1","0"
,"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","URGENT SUSPECTED CANCER","Suspected skin cancer","348","326","22","0.936781609195402",,"319","7","11","8","3"
,"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","URGENT SUSPECTED CANCER","Suspected testicular cancer","6","3","3","0.5",,"2","1","2","0","1"
,"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","URGENT SUSPECTED CANCER","Suspected upper gastrointestinal cancer","134","86","48","0.641791044776119",,"57","29","22","9","17"
,"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","URGENT SUSPECTED CANCER","Suspected urological malignancies (excluding testicular)","99","52","47","0.525252525252525",,"40","12","14","17","16"
,"RMC","BOLTON NHS FOUNDATION TRUST","BREAST SYMPTOMATIC, CANCER NOT SUSPECTED","Exhibited (non-cancer) breast symptoms - cancer not initially suspected","105","30","75","0.285714285714286",,"6","24","56","13","6"
,"RMC","BOLTON NHS FOUNDATION TRUST","NATIONAL SCREENING PROGRAMME","Missing or Invalid","1","0","1","0",,"0","0","1","0","0"
,"RMC","BOLTON NHS FOUNDATION TRUST","NATIONAL SCREENING PROGRAMME","Suspected breast cancer","9","5","4","0.555555555555556",,"1","4","3","0","1"
,"RMC","BOLTON NHS FOUNDATION TRUST","NATIONAL SCREENING PROGRAMME","Suspected gynaecological cancer","7","6","1","0.857142857142857",,"0","6","1","0","0"
